patientID,NRIC,name,dateOfBirth,phoneNumber,gender,address,emergencyContactNumber,emergencyContactName,emergencyContactRelationship
P385977,501002-47-9973,Julina Lauks,2/10/1950,018-1416499,F,"28574 Pine View Avenue,Sabah",019-2177077,Guinevere Carrabot,parents
P977614,770611-53-4943,Kevin Tribbeck,11/6/1977,019-0931677,F,"38 Westridge Parkway,Sarawak",011-80393153,Gabrila Screaton,spouse
P290114,950718-15-0050,Graeme Covington,18/7/1995,017-1068220,M,"289 Monument Way,Labuan",011-99329221,Gino Curtain,spouse
P630199,970617-14-2036,Christiano Amaya,17/6/1997,019-1149787,M,"1 Ridge Oak Park,Kuala Lumpur",011-31899188,Millisent Callard,daughter
P732491,430914-54-6825,Sibilla Innott,14/9/1943,019-0131447,M,"6 Prairie Rose Point,Kuala Lumpur",011-62247355,Billi Drakeley,cousin
P634716,050123-55-5350,Lee Tomaszek,23/1/1905,011-90645087,M,"09 Arkansas Trail,Kuala Lumpur",011-66620403,Jami McLagain,cousin
P124556,060516-21-4762,Hoebart Halifax,16/5/1906,011-24461846,M,"13 Annamark Trail,Johor",018-5230192,Hillard Toomey,daughter
P219145,680827-45-6960,Linet Thorington,27/8/1968,017-7995006,F,"0555 Holy Cross Place,Terengganu",019-6011727,Rosella Hampe,spouse
P277644,720713-31-9412,Ethe Borne,13/7/1972,013-7312017,M,"4 Brentwood Court,Negeri Sembilan",011-22644619,Kelci Swaisland,cousin
P191522,880606-49-6339,Hilton Stapleton,6/6/1988,011-59492133,M,"9742 Toban Center,Sabah",019-5833366,Bevin Lademann,daughter
P506973,811208-28-6779,Wald Wragge,8/12/1981,017-7400108,M,"907 6th Court,Kelantan",019-9466906,Max Farnie,son
P657194,250501-21-4367,Paul Fould,1/5/1925,011-21873197,F,"2651 Mesta Junction,Johor",011-71855739,Aida Capell,spouse
P914255,140421-51-0987,Charita Blackshaw,21/4/1914,011-05755171,M,"2 Linden Circle,Sarawak",018-5179698,Joletta Portinari,daughter
P873695,831124-16-0361,Trefor Klement,24/11/1983,011-56032272,F,"04903 Crescent Oaks Center,Melaka",011-41895169,Zebadiah Blissett,parents
P329273,091026-58-0982,Consolata Baylie,26/10/1909,011-27138504,F,"3662 Merrick Center,Labuan",011-10935294,Laverne Taree,spouse
P543244,840829-39-0573,Charlene Dowdall,29/8/1984,011-51676556,M,"60 Hovde Pass,Perak",011-96456043,Blakeley Couldwell,spouse
P727891,190628-04-6738,Nata Oakeby,28/6/1919,011-69960432,M,"61 Sheridan Way,Perlis",019-2349290,Nil MacEvilly,spouse
P553970,781225-11-8490,Herta Laidler,25/12/1978,019-1706834,F,"8565 Debra Drive,Terengganu",014-7434117,Rubie Andrioletti,daughter
P784119,000725-11-8626,Ashley Leggitt,25/7/2000,019-2295916,M,"0 Killdeer Pass,Terengganu",011-23218263,Britte Marney,parents
P698521,081008-16-5067,Xymenes Bartolini,8/10/1908,011-76325155,F,"26 Bellgrove Street,Melaka",019-2885819,Karim O'Deoran,cousin
P578729,940510-16-8101,Lucinda McCobb,10/5/1994,011-86080317,M,"2 Cascade Avenue,Putrajaya",011-21028007,Dewitt Lavarack,spouse
P450742,911126-26-4310,Gwenny Cocci,26/11/1991,011-46448508,M,"8539 Hoepker Road,Kedah",019-0906191,Sheridan Jorden,cousin
P720889,010205-06-9585,Neilla Tingcomb,5/2/1901,018-1376055,M,"76 Stang Court,Pahang",019-7224203,Edna Jepp,parents
P034548,350721-16-1352,Brok Clemas,21/7/1935,011-91979601,M,"33 4th Circle,Melaka",010-2572399,Graig Bingham,cousin
P191487,550418-16-1227,Vitoria Halbeard,18/4/1955,011-98686984,M,"8 Lyons Lane,Putrajaya",011-85082726,Clementine Sonley,parents
P481996,440805-16-2913,Dory Coucher,5/8/1944,011-53080594,M,"4 Trailsway Junction,Putrajaya",019-7186982,Roanna Houseley,son
P427210,210618-38-5365,Garvin Perigo,18/6/1921,019-4757756,F,"2012 Iowa Center,Perak",011-40231448,Ana Behr,spouse
P729756,851210-50-3289,Appolonia Tape,10/12/1985,019-3090892,M,"3826 Messerschmidt Point,Sarawak",011-00313474,Lorne Zeal,spouse
P254950,320930-37-8659,Marj Schlagman,30/9/1932,017-9230438,F,"79853 Charing Cross Park,Perak",019-5311702,Wynnie Hillaby,guardian
P700201,300615-32-9281,Faustine Wickersham,15/6/1930,014-0792783,M,"11 Dovetail Parkway,Pahang",011-30546225,Nowell Olrenshaw,parents
P023185,820618-26-0324,Phillie McAlindon,18/6/1982,016-1326794,M,"74 Algoma Trail,Kedah",011-58848730,Fernando Kybbye,son
P062954,081218-36-0998,Fredrick Doddemeade,18/12/1908,011-78557287,F,"6 Golden Leaf Point,Perak",011-48125074,Danna Leport,spouse
P118047,160424-53-9006,Haslett Werrett,24/4/1916,019-7753807,M,"59418 Fulton Avenue,Sarawak",018-8333557,Constantia Nolton,cousin
P832757,500703-39-2990,Renado Fewkes,3/7/1950,011-00572275,M,"54476 Drewry Park,Perak",011-21034148,Ulrick Dryburgh,daughter
P204697,970315-48-4663,Boonie Seadon,15/3/1997,011-15614971,M,"7 Onsgard Pass,Sabah",019-5446731,Kellsie Chaize,daughter
P267314,890426-53-6192,Stanfield Hencke,26/4/1989,011-08911779,M,"022 Bashford Terrace,Sarawak",017-7864886,Chalmers Howels,daughter
P081378,030705-32-9186,Elenore Tuddenham,5/7/1903,011-44200503,M,"22442 Sunnyside Crossing,Pahang",019-0866205,Jaymee Gowans,cousin
P073834,650619-41-3823,Hermine Donovin,19/6/1965,013-1391874,F,"251 South Plaza,Selangor",016-9198189,Darlene Braden,parents
P147051,280621-42-0365,Victoir Tune,21/6/1928,017-7103982,F,"07637 Clemons Pass,Selangor",011-27416046,Loria Challicum,parents
P349789,460628-06-4087,Rhodia Snaddin,28/6/1946,011-90485112,M,"2709 School Crossing,Pahang",017-9531276,Xenos Cargo,son
P429714,500805-12-3701,Cassandre Stafford,5/8/1950,011-03694212,F,"8784 Summit Parkway,Sabah",019-9825613,Lauryn Lockley,parents
P695891,921026-52-0412,Gallard Nice,26/10/1992,011-69194921,F,"68 Claremont Junction,Sarawak",019-8332214,Dorian Wedmore.,spouse
P448239,300703-56-6911,Saunder Boost,3/7/1930,017-7714074,M,"4 Cardinal Hill,Kuala Lumpur",018-0460397,Georgine Rubinowitch,guardian
P420291,740610-06-6379,Janel Guerrero,10/6/1974,018-8388967,F,"40338 Old Gate Plaza,Pahang",011-22548937,Nadean Yuryev,daughter
P725124,830405-11-6441,Cris Bartel,5/4/1983,011-14172472,M,"1 Dayton Junction,Terengganu",011-35318831,Desi Dawkes,daughter
P265363,270722-25-4968,Ajay Monteith,22/7/1927,011-63040751,F,"2718 Vernon Pass,Kedah",017-2462681,Lombard Douse,parents
P125701,780929-54-6345,Venita Nassi,29/9/1978,011-49398259,M,"567 Basil Crossing,Kuala Lumpur",011-04028617,Gwendolyn Dyers,cousin
P165449,380126-16-1522,Jarred Finch,26/1/1938,011-80786653,F,"7 Cascade Place,Putrajaya",019-7155939,Leodora Warboys,parents
P850830,771226-31-1838,Amandie Flahy,26/12/1977,011-89333275,M,"326 Rockefeller Parkway,Negeri Sembilan",018-5064304,Ennis Yude,daughter
P202206,040428-45-7844,Milli Cacacie,28/4/1904,011-30837497,M,"04592 Badeau Parkway,Terengganu",011-22912501,Anitra Carah,guardian
P407024,550901-16-8597,Carita Fattore,1/9/1955,011-44054087,M,"37 Bayside Point,Putrajaya",011-43756533,Duffy Dunster,guardian
P548544,150320-16-9678,Adiana Labern,20/3/1915,019-8889265,M,"139 Fairfield Alley,Melaka",017-6867181,Eberhard Dargie,spouse
P657036,011103-09-1709,Emanuel Tidbury,3/11/1901,019-5144916,M,"2 Kipling Terrace,Perlis",019-1142340,Shanie Winspurr,parents
P660359,520828-44-3552,Vite Krink,28/8/1952,018-7656613,F,"28 Duke Park,Selangor",018-8017446,Maynard Thorneloe,spouse
P505976,810221-16-4583,Perceval Piercey,21/2/1981,011-01743361,M,"4 Delladonna Parkway,Putrajaya",011-26946809,Kristofer Tosspell,son
P462971,830130-09-6331,Zilvia Chalmers,30/1/1983,018-6472616,M,"165 Towne Terrace,Perlis",011-58077964,Charlton Ludye,parents
P870874,270724-04-8571,Reynolds Wagerfield,24/7/1927,018-8802358,M,"417 Weeping Birch Hill,Perlis",018-7977639,Appolonia Blakeborough,cousin
P755601,550611-11-2889,Julianne Shenfisch,11/6/1955,011-05249485,M,"996 Independence Trail,Terengganu",019-5889181,Shellie Davio,son
P270494,351213-16-6314,Izak Glackin,13/12/1935,011-98748822,F,"6584 Mallard Court,Melaka",019-4607178,Loren Posner,daughter
P217139,830124-16-9147,Stanislaw Symes,24/1/1983,019-7612637,M,"03 Melody Pass,Putrajaya",011-48749167,Rowena Allday,parents
P048310,841215-43-0398,Valerie Harkins,15/12/1984,011-77588181,F,"5010 Portage Crossing,Selangor",019-9087010,Waiter Colisbe,parents
P870794,291004-16-3581,Waylen Gerard,4/10/1929,016-2781169,F,"38625 Loomis Hill,Putrajaya",019-5122432,Babette Stenbridge,son
P211092,080311-16-7132,Iorgo Lindgren,11/3/1908,011-63898960,F,"3753 Debra Point,Melaka",019-1760307,Adam Greenall,spouse
P114436,120519-16-2576,Meryl Woodburne,19/5/1912,011-72646911,F,"039 Canary Hill,Putrajaya",016-8788777,Juan Bilovus,guardian
P413264,340310-31-5875,Hazel Kearn,10/3/1934,011-18965575,F,"78 Nevada Avenue,Negeri Sembilan",011-87046727,Issiah Kettle,spouse
P534798,690203-16-5068,Konstanze Paulet,3/2/1969,011-12142236,F,"9099 Westerfield Street,Putrajaya",011-30230910,Bear Vaan,cousin
P049851,630201-12-7688,Gail Eisikovitsh,1/2/1963,011-77510373,M,"71 Mariners Cove Park,Sabah",011-52378040,Conan Sivyour,cousin
P459849,130925-01-0095,Bee Gullefant,25/9/1913,019-2361756,M,"0 Lakewood Drive,Johor",019-7749388,Rick Colquyte,daughter
P643942,990710-26-5139,Umeko Duckhouse,10/7/1999,019-5613230,M,"306 Warbler Place,Kedah",011-30858782,Janeen Redmire,parents
P060547,910303-16-7727,Karie Dzeniskevich,3/3/1991,011-57746098,F,"2 Hansons Point,Melaka",019-3110564,Selby Hizir,guardian
P567186,751102-57-6579,Cirilo Dubose,2/11/1975,011-52203096,F,"9538 Brentwood Drive,Kuala Lumpur",011-06786348,Eirena Boseley,son
P624234,570130-21-8241,Zackariah Sabine,30/1/1957,019-5958370,F,"9581 Rutledge Center,Johor",011-48485430,Brandais Bloxsum,spouse
P780609,601202-05-2869,Madelin Hintze,2/12/1960,019-3840973,F,"1 Kennedy Drive,Negeri Sembilan",017-1836428,Philippine Grainger,parents
P047476,880507-57-4455,Clarke Cockran,7/5/1988,019-9462693,F,"5581 Badeau Junction,Kuala Lumpur",011-51697027,Hyacintha Goulstone,guardian
P874447,710616-26-0797,Tanner Genike,16/6/1971,011-77133996,M,"800 Kim Center,Kedah",011-33793513,Pepi Beaten,cousin
P526798,320906-23-1477,Reggis Wesley,6/9/1932,011-62018893,F,"9675 Springs Trail,Johor",019-3157721,Brod McGavigan,parents
P985689,420126-35-1429,Tami Zettler,26/1/1942,011-79633296,M,"93 Main Crossing,Penang",011-81636783,Alanah Cheavin,parents
P457047,060531-35-0861,Mady Urian,31/5/1906,019-1916364,M,"726 Waubesa Park,Penang",019-2748119,Phoebe Radcliffe,son
P200777,391124-23-6612,Reece Speek,24/11/1939,017-8499233,F,"5479 Delaware Drive,Johor",019-2777904,Reagan Urch,guardian
P309403,930712-55-3659,Costa Benford,12/7/1993,018-5349417,F,"651 Mosinee Crossing,Kuala Lumpur",011-90172324,Derrick Nellen,guardian
P609303,381227-45-7500,Kale Joules,27/12/1938,011-47298889,M,"708 Coolidge Junction,Terengganu",019-7523365,Korella Paskins,cousin
P973793,030305-58-9363,Otis Mainz,5/3/1903,018-1189144,F,"518 Corscot Plaza,Labuan",019-3249516,Fidela Peskett,guardian
P411062,140217-03-2880,Anastassia Docksey,17/2/1914,019-4553688,F,"5 Cascade Crossing,Kelantan",019-0534512,Hazel Mudle,daughter
P670422,980610-42-8112,Kessiah Racher,10/6/1998,011-53585319,M,"901 Victoria Place,Selangor",019-6478760,Othilie Babington,guardian
P704346,190518-29-2757,Ana Miche,18/5/1919,011-53270895,F,"58505 Ohio Street,Kelantan",011-48972180,Adah Edgeon,daughter
P538781,180522-37-4365,Sebastien Shermar,22/5/1918,019-9059463,M,"3679 Dottie Court,Perak",019-6981903,Olivier Godridge,daughter
P787747,891122-45-3091,Korey Cordelette,22/11/1989,011-38328782,M,"93620 2nd Point,Terengganu",011-45314583,Cristy Sarten,parents
P165437,931206-41-8803,Yvette Balls,6/12/1993,011-77726674,M,"83790 Northland Way,Selangor",019-1828306,Stormie Quadling,son
P870411,240827-09-2328,Wandie Fathers,27/8/1924,016-3813061,F,"3463 Loomis Hill,Perlis",011-90561302,Stephie MacCahey,parents
P383011,940615-26-7939,Dilly Fibbens,15/6/1994,018-9170851,F,"44341 American Crossing,Kedah",011-35026374,Farrel Blatherwick,daughter
P387678,930416-59-9190,Wally Dunphie,16/4/1993,011-70223185,M,"67 Old Shore Avenue,Negeri Sembilan",011-43383243,Eddie Ardy,daughter
P158138,540401-35-7560,Adler Woolliams,1/4/1954,011-10638935,F,"32 Parkside Way,Penang",011-51695289,Rorke Banasiak,daughter
P071797,570312-16-1766,Stavros Berks,12/3/1957,018-8509695,F,"72761 Declaration Court,Putrajaya",019-1468741,Tommie Seiler,son
P037059,751201-09-4074,Prissie Gouldbourn,1/12/1975,011-95023511,F,"5373 Arizona Hill,Perlis",011-44208847,Sayers Didball,cousin
P096353,351216-12-7530,Davina Coopper,16/12/1935,011-12810492,M,"80115 American Street,Sabah",011-03976969,Jeannine Catterill,parents
P115521,270119-33-6412,Simona Sancto,19/1/1927,011-37120798,F,"43723 Mcguire Park,Pahang",011-58921661,Winnah Kyrkeman,guardian
P782535,191031-51-5546,Lela Kevane,31/10/1919,011-47773469,F,"7895 Columbus Park,Sarawak",011-50711082,Cynthia Baraja,spouse
P263013,850405-04-6490,Easter Gilmartin,5/4/1985,011-80056282,F,"552 Spohn Park,Perlis",011-48897546,Paton Radbone,guardian
P960457,970608-33-5152,Georgi Cheng,8/6/1997,011-08131071,M,"76388 Moulton Crossing,Pahang",019-3185597,Hew Benbow,spouse
P801944,400212-29-8047,Yorgos Rudgley,12/2/1940,014-5353318,M,"040 Springview Point,Kelantan",011-64816252,Julia Refford,parents
P633297,360713-16-7092,Iolande Hands,13/7/1936,018-6831107,F,"318 Luster Circle,Putrajaya",011-11374075,Latrina Eagers,parents
P162329,000307-27-9317,Hobard Banasiak,7/3/2000,018-8035104,M,"979 Blaine Court,Kedah",018-6459135,Krystyna Roy,spouse
P699029,440709-55-2303,Samara Sissot,9/7/1944,016-8724698,M,"87890 Surrey Avenue,Kuala Lumpur",019-1411438,Heinrik Hewertson,guardian
P058005,620220-59-7410,Ricard Bolver,20/2/1962,011-41177709,F,"514 Debra Plaza,Negeri Sembilan",010-8926868,Ken Lardge,cousin
P823681,201227-52-4911,Moyna Deeson,27/12/1920,011-56152115,F,"85137 Brickson Park Junction,Sarawak",011-57912279,Loise Caley,parents
P477138,730907-52-0456,Scott Wrates,7/9/1973,019-8598207,F,"7 Carberry Road,Sarawak",011-11239036,Boone Coughan,cousin
P819784,930311-07-1745,Laverne Scholig,11/3/1993,018-3538395,M,"281 Northland Pass,Penang",018-6071922,Edwin Loyley,guardian
P623603,220324-39-5147,Foster Graine,24/3/1922,011-19666340,M,"980 Bobwhite Junction,Perak",011-42492969,Karon Seager,parents
P611684,160723-09-5490,Addy Biggadike,23/7/1916,019-6216181,M,"88 Becker Terrace,Perlis",011-50188099,Tandi De Miranda,son
P106372,480718-39-6043,Preston Lindholm,18/7/1948,011-10463321,M,"2556 Raven Court,Perak",014-1228640,Inger Earry,spouse
P519052,600111-16-8299,Thomasa Queyeiro,11/1/1960,011-40010421,F,"54097 Bultman Lane,Putrajaya",018-2029681,Janifer Forte,parents
P058516,700120-37-2933,Isabelita Comberbach,20/1/1970,019-6286569,F,"1 Sutteridge Center,Perak",019-6815760,Nicolle Leverich,son
P778312,320920-31-4493,Beverie Wickham,20/9/1932,011-92749075,M,"687 Fair Oaks Alley,Negeri Sembilan",011-73890843,Ramonda Fretter,guardian
P390424,200519-31-7735,Gracia Gratrix,19/5/1920,018-9176469,M,"9 Gulseth Pass,Negeri Sembilan",019-6453881,Papageno Mitchelmore,spouse
P082877,981024-53-2067,Freddy Creus,24/10/1998,019-2375749,M,"57141 Tomscot Lane,Sarawak",018-3266007,Mandy Keets,spouse
P905125,350310-52-2656,Vivien Eves,10/3/1935,011-58120437,M,"8318 Jay Pass,Sarawak",011-59006152,James Audry,guardian
P978144,541116-04-8727,Betta Chisholme,16/11/1954,019-9502287,M,"38227 Fordem Plaza,Perlis",018-4840501,Harris Gowdridge,cousin
P891908,390804-38-5170,Shell Gautrey,4/8/1939,019-5457643,M,"8760 Chinook Court,Perak",019-5814327,Ariela Methven,spouse
P456231,890901-06-5557,Julina Leap,1/9/1989,011-41026127,M,"3841 Dixon Drive,Pahang",019-7186001,Billye McNysche,guardian
P966957,150909-04-2474,Claudius Pomfret,9/9/1915,011-23915073,M,"3 Manley Trail,Perlis",011-94406152,Erek Motto,daughter
P620713,771222-16-9443,Brittne Dressell,22/12/1977,018-0273139,F,"04014 Hauk Way,Putrajaya",011-19304979,Casey Dewane,guardian
P470592,160618-05-5787,Ford Asipenko,18/6/1916,011-37793492,F,"8 Burrows Junction,Negeri Sembilan",019-0008756,Magdalene Giacomo,guardian
P515488,850224-09-8208,Ronnica Palfery,24/2/1985,019-5053891,F,"2356 Straubel Center,Perlis",017-5785978,Roberto Skeggs,parents
P845818,381110-04-7660,Cynthia Bogey,10/11/1938,018-1068491,M,"6 Derek Way,Perlis",011-85686710,Marna Jentet,daughter
P197409,060225-34-7697,Angelia McPhee,25/2/1906,011-81163533,F,"88961 Nevada Parkway,Penang",011-12514282,Barn Sousa,son
P231430,790807-51-6277,Almire Sarle,7/8/1979,018-8482063,F,"4 Bobwhite Trail,Sarawak",019-1302154,Kayne Stonbridge,parents
P464893,640514-06-6315,Kiersten O'Cannovane,14/5/1964,019-7820015,F,"405 Kings Hill,Pahang",018-4627183,Lorens Sallter,guardian
P541415,620917-50-1484,Husain Lahive,17/9/1962,016-5761563,M,"09190 Homewood Lane,Sarawak",011-58254140,Neely Milthorpe,son
P503041,561108-16-9529,Braden Mapis,8/11/1956,019-7870045,M,"0 Prentice Crossing,Putrajaya",011-53203484,Bobine Moulding,cousin
P781602,261019-07-3271,Abby Mayman,19/10/1926,019-3957349,F,"1 Sugar Lane,Penang",019-5636164,Cletus Faragan,daughter
P504510,180819-49-0634,Morissa Cadagan,19/8/1918,011-40171287,F,"37 Mendota Circle,Sabah",011-69393992,Giuseppe Whalebelly,daughter
P355280,221004-22-6146,Vanna Garfield,4/10/1922,018-0044754,M,"56 Kings Lane,Johor",011-57424206,Gayle Augustin,spouse
P134598,321220-16-0728,Sasha Kondrachenko,20/12/1932,019-7909728,M,"05029 Mallard Circle,Putrajaya",019-6989808,Valenka Pietrusiak,son
P372855,350705-06-2170,Tanhya Gidley,5/7/1935,011-90472387,M,"9005 Butterfield Pass,Pahang",018-4430835,Lela Deakes,cousin
P470439,280421-35-3287,Aristotle Abriani,21/4/1928,019-3550461,M,"9 Glendale Drive,Penang",018-0275794,Dorisa Messiter,guardian
P515052,830723-53-8931,Merridie Symonds,23/7/1983,018-6342371,M,"7699 Kenwood Alley,Sarawak",011-27772981,Hakim Venus,cousin
P190431,930424-54-2576,Gerrie Laying,24/4/1993,011-39113402,M,"7927 Merchant Trail,Kuala Lumpur",019-7210086,Mauricio Lombardo,son
P002917,430624-08-4952,Sashenka Marrett,24/6/1943,011-48903295,M,"7469 Clemons Street,Perak",019-2871006,Jarvis Deely,cousin
P069269,240422-03-2887,Christy Duckit,22/4/1924,018-0829357,M,"1248 Eggendart Hill,Kelantan",011-69212799,Lawton Leddy,parents
P043899,200906-22-8884,Arri Tennant,6/9/1920,011-62647927,F,"624 Aberg Lane,Johor",011-66580701,Marthe Schorah,cousin
P299329,800615-25-2350,Clevey Diggons,15/6/1980,011-66469397,M,"30126 Dayton Alley,Kedah",011-87051087,Kristen Heindrick,cousin
P218154,540618-31-9932,Sayers Bonett,18/6/1954,011-22966907,M,"7648 Claremont Pass,Negeri Sembilan",017-6901197,Hedy Suttie,daughter
P713126,240205-09-1403,El Dulin,5/2/1924,018-8522600,M,"6 Bellgrove Park,Perlis",019-9436469,Jemima Knapton,daughter
P510132,180403-51-3844,Marina Pickersgill,3/4/1918,016-8304715,M,"7799 Erie Road,Sarawak",019-5178389,Adan Arnholdt,cousin
P082516,091028-06-7846,Barde Flatley,28/10/1909,011-31822841,M,"136 Schiller Parkway,Pahang",019-4932386,Kelbee Guppie,parents
P952414,640903-49-2085,Bonnee Avraam,3/9/1964,019-5670939,M,"99201 Bayside Alley,Sabah",011-65995954,Farlie Gallie,spouse
P282274,151104-51-9558,Nikki Aylmore,4/11/1915,017-8298414,M,"25 Scott Court,Sarawak",019-3156386,Myrtice Collihole,cousin
P253243,921122-39-9143,Roger Tanslie,22/11/1992,018-6927918,M,"893 Dunning Circle,Perak",018-1079671,Glory Kinzett,parents
P848629,070403-08-5047,Brantley Belasco,3/4/1907,017-1818014,F,"352 Oxford Park,Perak",011-56223012,Gillian Armstrong,parents
P248122,300818-34-3268,Klarika Tollet,18/8/1930,017-6275921,M,"42596 Delaware Terrace,Penang",016-6264591,Greg Menis,son
P714031,830724-54-8601,Lilith Betz,24/7/1983,017-0164998,M,"37 Crowley Lane,Kuala Lumpur",011-25377085,Jerald Manilow,spouse
P036437,350519-59-7386,Anestassia Poat,19/5/1935,019-8311149,F,"25 Thompson Road,Negeri Sembilan",018-4058868,Isis Everist,daughter
P727612,220514-16-6241,Lenna Lugsdin,14/5/1922,019-7082928,M,"08 Fordem Crossing,Putrajaya",011-14808683,Wallie Dugmore,guardian
P211663,880619-25-9410,Dolli Elson,19/6/1988,011-61528060,M,"4825 Buhler Circle,Kedah",016-7749100,Fitz Matz,parents
P118695,850731-09-7101,Gertrud Varvell,31/7/1985,019-4211082,F,"37166 Brentwood Point,Perlis",011-29428775,Tove Jervois,daughter
P689956,370905-56-1787,Sammy Rounsivall,5/9/1937,011-62541196,M,"319 Kim Lane,Kuala Lumpur",011-68705297,Janeta Thornborrow,guardian
P931280,250104-32-8740,Claribel Morrilly,4/1/1925,011-94183884,F,"0762 Gina Place,Pahang",019-9270234,Margy Woodham,cousin
P537321,930610-01-5714,Byrom Semrad,10/6/1993,019-5749034,M,"1 Jana Point,Johor",011-66676138,Therine McGrath,spouse
P745763,950317-53-7130,Ronnie Americi,17/3/1995,016-1610806,F,"8 Lien Road,Sarawak",011-45617973,Krysta Carder,spouse
P515884,671004-46-9936,Kissee Piniur,4/10/1967,011-15536780,M,"8094 Sunnyside Lane,Terengganu",011-66815603,Stinky Redford,daughter
P998624,451105-22-8205,Thatch Chang,5/11/1945,019-6942201,M,"68 Corscot Street,Johor",019-6862953,Patti Ramel,cousin
P371958,840912-16-8552,Jeane Medlin,12/9/1984,011-98728832,M,"4 Maywood Pass,Melaka",019-5620695,Kristan Sainz,parents
P386737,360506-11-3453,Elisha Varrow,6/5/1936,011-83935174,M,"327 Sauthoff Junction,Terengganu",019-1144858,Elnora Culleford,daughter
P704094,110916-43-2770,Susette Battany,16/9/1911,019-8882329,F,"66 North Plaza,Selangor",017-5615322,Farris Zumbusch,parents
P497013,870428-35-8121,Margo Trudgion,28/4/1987,011-93253650,M,"2671 Melody Pass,Penang",018-8545614,Lorrie Yakobovitz,parents
P975907,180131-58-5526,Benedikta Empson,31/1/1918,011-09347273,F,"9834 Shoshone Alley,Labuan",016-7486373,Carlota Menego,son
P678480,700611-58-8489,Cristen Vasovic,11/6/1970,011-29353490,M,"23900 Granby Street,Labuan",011-36967062,Pollyanna Bovis,cousin
P470445,771122-21-0620,Darrelle Muskett,22/11/1977,017-3626226,F,"2 Hagan Way,Johor",016-2781433,Sean Wissby,daughter
P618866,050812-16-0329,Lennard Langford,12/8/1905,019-9189112,M,"2 Troy Center,Putrajaya",016-1116969,Bil Keates,daughter
P966778,080609-42-3012,Lawton Booth-Jarvis,9/6/1908,016-4512073,M,"46259 Elgar Circle,Selangor",019-2998047,Elise Di Biasio,daughter
P077180,420913-08-7228,Ive Sterrick,13/9/1942,011-74240493,F,"60 Memorial Point,Perak",011-94417193,Yurik Akroyd,daughter
P495394,840128-16-6167,Keslie Attwool,28/1/1984,011-07695061,F,"26364 Nancy Place,Putrajaya",017-7662708,Cozmo Erie,guardian
P569911,431118-44-9342,Adham Hutten,18/11/1943,011-35244772,F,"3995 Northview Avenue,Selangor",011-36979469,Elroy Mordacai,parents
P187569,220909-16-5395,Jethro Lown,9/9/1922,019-4909215,F,"71388 Pankratz Way,Putrajaya",016-4856849,Frederico Dibley,daughter
P069356,200310-16-7686,Kristine Dunstone,10/3/1920,011-01064451,F,"012 Doe Crossing Hill,Putrajaya",019-2492871,Molli Skeat,guardian
P236159,370330-01-8594,Tabbitha Bordiss,30/3/1937,018-4286649,M,"727 Tomscot Way,Johor",019-5904297,Junina Jorger,parents
P172664,620513-32-0945,Rene Kyteley,13/5/1962,011-67475413,M,"9 Monument Court,Pahang",019-8708473,Eduardo Brood,guardian
P840339,470318-05-1227,Quinn Rigby,18/3/1947,018-5057993,M,"2 Mifflin Hill,Negeri Sembilan",018-4765380,Arden Dabbs,cousin
P965038,380511-34-1811,Florencia Lacer,11/5/1938,011-13430480,M,"8966 Bay Circle,Penang",011-75169685,Curtice Hanby,cousin
P666634,821222-12-8134,Fanya Pinchback,22/12/1982,019-3208483,M,"18044 Stoughton Pass,Sabah",011-98757766,Kirby Chillingsworth,spouse
P260452,440308-56-4293,Elena Emblen,8/3/1944,018-0247674,F,"079 Armistice Crossing,Kuala Lumpur",011-49654518,Sylvester Toffolini,son
P192749,880206-58-1674,Caitlin Caser,6/2/1988,011-95306401,F,"1734 Montana Circle,Labuan",018-0001395,Andonis Humbatch,daughter
P358494,100528-32-6586,Shae Bugbird,28/5/1910,019-2855244,M,"80475 Badeau Plaza,Pahang",011-78137863,Cati Allmen,daughter
P397241,250826-02-6960,Patten Conre,26/8/1925,019-0796524,M,"426 4th Street,Kedah",016-8077510,Casper Ianno,cousin
P342101,310511-47-8643,Lynnelle Ginnelly,11/5/1931,017-5522748,M,"225 Roxbury Terrace,Sabah",011-38023238,Gayle Warke,guardian
P762206,410706-10-2280,Flor Jendrusch,6/7/1941,017-5165193,F,"66711 Schmedeman Road,Selangor",011-26883206,Mindy Undy,son
P674868,200423-35-2071,Roman Whieldon,23/4/1920,017-4564035,M,"13162 Monica Park,Penang",018-9380435,Tera Dedam,son
P329143,450117-27-5444,Tommy Sterling,17/1/1945,018-1282165,F,"2621 Spohn Point,Kedah",018-4056026,Pris Graser,parents
P223984,110402-44-3511,Gratiana Giovannetti,2/4/1911,011-56293787,M,"49 Del Sol Lane,Selangor",011-25560015,Arturo Beazey,daughter
P700221,910726-41-4172,Dolf Deare,26/7/1991,019-1062800,F,"87239 Oak Valley Center,Selangor",011-07617463,Seline Searight,son
P773057,530531-33-6636,Domeniga Salzburg,31/5/1953,018-3519566,M,"135 Fairfield Circle,Pahang",019-7608676,Leora Aveson,guardian
P509250,240205-45-9804,Nikki Philipeau,5/2/1924,017-2052208,M,"76 Spenser Street,Terengganu",011-61078778,Dorice Leatham,son
P330322,871120-35-2850,Joellyn Josipovitz,20/11/1987,019-5567192,F,"90 Talisman Avenue,Penang",018-4282560,Zia Ayers,parents
